Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
734,Hero Elementary,40.0,2020-2022,PBS Kids,Twin Cities PBS,Canadian co-production,Flash,7.5,64%,,,,,failed_429
735,Hero Factory,11.0,2010-2014,Nicktoons,Threshold Animation Studios,Chinese-Danish co-production,CGI,5.3,96%,,,,,failed_429
736,Hero: 108,52.0,2010-2012,Cartoon Network,MoonScoop Entertainment,British-Chinese-Taiwanese co-production,Flash,5.8,88%,,,,,failed_429
737,High School USA!,12.0,2013-2015,Fox,ADHD Studios,The last episode aired on FXX in 2015.,Flash,6.3,50%,,,,,failed_429
738,Hilda,39.0,2018-2023,Netflix,Silvergate Media,British-Canadian co-production,Traditional,8.6,86%,,,,,failed_429
739,The Hot Rod Dogs and Cool Car Cats,7.0,1995-1996,CITV,Mike Young Productions,British co-production,Traditional,7.8,78%,,,,,failed_429
740,Hot Wheels Battle Force 5,52.0,2009-2011,Cartoon Network,"Mattel, Inc.",Canadian co-production,CGI,5.8,92%,,,,,failed_429
741,Hotel Transylvania: The Series,26.0,2017-2020,Disney Channel,Sony Pictures Animation,Canadian co-production,Flash,5.6,66%,,,,,failed_429
742,I Am Groot,5.0,2022-present,Disney+,Marvel Studios Animation,,CGI,6.7,88%,,,,,failed_429
743,I Am the Greatest: The Adventures of Muhammad Ali,13.0,1977,NBC,Farmhouse Films,,Traditional,6.6,93%,,,,,failed_429
744,I Am Weasel,79.0,1997-2000,Cartoon Network,Hanna-Barbera,,Traditional,6.5,89%,,,,,failed_429
745,I Got a Rocket,26.0,2006-2007,Kabillion,Mike Young Productions,Australian co-production,Flash,6.4,87%,,,,,failed_429
746,I Heart Arlo,19.0,2021,Netflix,"Titmouse, Inc.",,Traditional,7.0,57%,,,,,failed_429
747,I Spy,52.0,2002-2003,HBO Family,Scholastic Media,,Stop-motion,5.4,59%,,,,,failed_429
748,Ice Age: Scrat Tales,6.0,2022,Disney+,Blue Sky Studios,,CGI,7.3,83%,,,,,failed_429
749,Iconicles,26.0,2011,Discovery Familia,Dinamo Productions,British co-production,CGI/Flash/Live-action,8.8,96%,,,,,failed_429
750,If You Give a Mouse a Cookie,50.0,2017-2021,Amazon Prime Video,Amazon Studios,Canadian co-production,Traditional,6.7,51%,,,,,failed_429
751,Iggy Arbuckle,26.0,2007,Animalia HD,National Geographic Kids,Canadian co-production,Flash,4.9,88%,,,,,failed_429
752,Imaginary Mary,9.0,2017,ABC,Happy Madison Productions,,CGI/Live-action,5.5,64%,,,,,failed_429
753,The Impossibles,18.0,1966-1967,CBS,Hanna-Barbera,,Traditional,7.5,93%,,,,,failed_429
754,In the Bleachers,28.0,2002,ESPN,Walt Disney Television Animation,,Flash,5.4,68%,,,,,failed_429
755,In the Know,6.0,2024-present,Peacock,ShadowMachine,,Stop-motion,6.8,54%,,,,,failed_429
756,"Inch High, Private Eye",13.0,1973,NBC,Hanna-Barbera,,Traditional,6.4,81%,,,,,failed_429
757,The Incredible Crash Dummies,,2004-2005,4Kids TV,4Kids Entertainment,,CGI,7.3,85%,,,,,failed_429
758,The Incredible Hulk (1982),13.0,1982-1983,NBC,Marvel Productions,,Traditional,6.7,69%,,,,,failed_429
759,The Incredible Hulk (1996),21.0,1996-1997,UPN,Marvel Studios,,Traditional,6.7,72%,,,,,failed_429
760,Infinity Train,40.0,2019-2021,Cartoon Network (2019)HBO Max (2020-2022),Cartoon Network Studios,,Traditional,8.4,92%,,,,,failed_429
761,The Ink and Paint Club,60.0,1997-1998,The Disney Channel,Walt Disney Productions,,Traditional,8.5,96%,,,,,failed_429
762,Inhumanoids,13.0,1986,Syndication,Sunbow Entertainment,,Traditional,7.3,94%,,,,,failed_429
763,Inside Job,18.0,2021-2022,Netflix,Netflix Animation,,Traditional,8.2,66%,,,,,failed_429
764,Inspector Gadget,86.0,1983-1986,Syndication,DIC Entertainment,,Traditional,6.8,89%,,,,,failed_429
765,Inspector Gadget's Field Trip,22.0,1996-1998,The History Channel,DIC Entertainment,,Traditional/Live-action,8.1,80%,,,,,failed_429
766,Interrupting Chicken,9.0,2022-present,Apple TV+,Mercury Filmworks,Canadian co-production,Traditional,6.7,84%,,,,,failed_429
767,Invader Zim,27.0,2001-2006,Nickelodeon,Nickelodeon Animation Studio,The last 6 episodes aired on Nicktoons Network in 2006.,Traditional,8.4,95%,,,,,failed_429
768,Invasion America,13.0,1998,The WB,DreamWorks Animation Television,,Traditional,7.5,96%,,,,,failed_429
769,Invincible,9.0,2021-present,Amazon Prime Video,Amazon Studios,Canadian co-production,Traditional,8.7,88%,,,,,failed_429
770,Iron Man,26.0,1994-1996,Syndication,Marvel Entertainment,,Traditional,7.9,87%,,,,,failed_429
771,Iron Man: Armored Adventures,52.0,2009-2012,Nicktoons,Marvel Animation,Canadian-French co-production,CGI,6.5,81%,,,,,failed_429
772,It's a Small World: The Animated Series,9.0,2013-2014,Disney.com,Disney Television Animation,,Flash,6.7,86%,,,,,failed_429
773,It's Pony,46.0,2020-2022,Nickelodeon,Nickelodeon Animation Studio,British co-production. Season 2 aired on Nicktoons.,Traditional,6.3,76%,,,,,failed_429
774,It's Punky Brewster,26.0,1985-1986,NBC,Ruby-Spears Enterprises,,Traditional,6.3,96%,,,,,failed_429
775,The Itsy Bitsy Spider,26.0,1993-1996,USA Network,Hyperion Pictures,,Traditional,7.1,89%,,,,,failed_429
776,Jabberjaw,16.0,1976,ABC,Hanna-Barbera,,Traditional,5.9,88%,,,,,failed_429
777,Jackie Chan Adventures,95.0,2000-2005,Kids' WB,Adelaide Productions,,Traditional,7.4,96%,,,,,failed_429
778,The Jackson 5ive,23.0,1971-1972,ABC,Rankin/Bass Productions,British co-production,Traditional,6.6,96%,,,,,failed_429
779,Jake and the Never Land Pirates,116.0,2011-2016,Disney Junior,Disney Television Animation,,Flash,5.7,72%,,,,,failed_429
780,Jakers! The Adventures of Piggley Winks,52.0,2003-2007,PBS Kids,Mike Young Productions,British co-production,CGI,6.8,94%,,,,,failed_429
781,James Bond Jr.,65.0,1991-1992,Syndication,Murakami-Wolf-Swenson,,Traditional,6.0,90%,,,,,failed_429
782,Jana of the Jungle,13.0,1978,NBC,Hanna-Barbera,,Traditional,7.4,94%,,,,,failed_429
783,Jay Jay the Jet Plane,62.0,1998-2005,TLCPBS Kids,PorchLight Entertainment,,CGI/Live-action,3.7,53%,,,,,failed_429
784,Jeannie,16.0,1973,CBS,Hanna-Barbera,,Traditional,5.9,87%,,,,,failed_429
785,Jeff & Some Aliens,10.0,2017,Comedy Central,ShadowMachine,,Traditional,8.0,72%,,,,,failed_429
786,The Jellies!,20.0,2017-2019,Adult Swim,Augenblick Studios,,Flash,6.3,68%,,,,,failed_429
787,"Jelly, Ben, & Pogo",23.0,2021-2022,PBS Kids,,Shown on Alma's Way.,Flash,9.3,87%,,,,,failed_429
788,Jellystone!,40.0,2021-present,HBO Max,Warner Bros. Animation,,Flash,6.4,75%,,,,,failed_429
789,Jem,65.0,1985-1988,Syndication,Sunbow Entertainment,,Traditional,7.4,91%,,,,,failed_429
790,Jessy and Nessy,20.0,2020-2021,Amazon Prime Video,Amazon Studios,,CGI/Live-action,8.6,46%,,,,,failed_429
791,Jessica's Big Little World,10.0,2023-present,Cartoonito,Cartoon Network Studios,,Traditional,7.5,65%,,,,,failed_429
792,The Jetsons,75.0,"1962-1963, 1985-1987",ABCSyndication,Hanna-Barbera,,Traditional,7.0,92%,,,,,failed_429
793,Jim and Judy in Teleland,52.0,1949-1950,Syndication,Television Screen Productions,,Traditional,3.2,52%,,,,,failed_429
794,Jin Jin and the Panda Patrol,26.0,1994,,Saban Entertainment,Chinese co-production,Traditional,6.6,68%,,,,,failed_429
795,JJ Villard's Fairy Tales,6.0,2020,Adult Swim,Williams Street,,Traditional,5.8,66%,,,,,failed_429
796,Johnny Bravo,65.0,1997-2004,Cartoon Network,Hanna-Barbera,,Traditional,7.2,89%,,,,,failed_429
797,Johnny Cypher in Dimension Zero,131.0,1967-1968,Syndication,"Oriolo Film Studios, Inc.",Japanese co-production,Traditional,6.4,62%,,,,,failed_429
798,Johnny Test,117.0,2005-2014,The WB (Kids' WB) (2005-2008)Cartoon Network (2009-2014),Warner Bros. Animation (seasons 1-2),Canadian co-production (season 2). Seasons 1-2 only.,Traditional/Digital ink-and-paint (season 1)/Flash/Adobe Flash (seasons 2-6),5.2,88%,,,,,failed_429
799,JoJo's Circus,63.0,2003-2007,Playhouse Disney,Cartoon Pizza,Canadian co-production,Stop-motion,5.1,91%,,,,,failed_429
800,Jokebook,3.0,1982,NBC,Hanna-Barbera,,Traditional,6.4,72%,,,,,failed_429
801,Jonny Quest,26.0,1964-1965,ABC,Hanna-Barbera,,Traditional,7.8,92%,,,,,failed_429
802,Josie and the Pussycats,32.0,1970-1972,CBS,Hanna-Barbera,,Traditional,6.2,90%,,,,,failed_429
803,JOT,30.0,1965-1974,Syndication,,First animated preschool series.,Traditional,7.3,84%,,,,,failed_429
804,Julius Jr.,52.0,2013-2015,Nick Jr.,Saban Brands,Canadian co-production,Flash,5.9,75%,,,,,failed_429
806,Jungle Cubs,21.0,1996-1998,ABC,Walt Disney Television Animation,,Traditional,6.1,92%,,,,,failed_429
807,Jungle Junction,47.0,2009-2012,Playhouse Disney,Spider Eye Productions,British co-production,CGI,5.5,96%,,,,,failed_429
808,Jurassic World Camp Cretaceous,49.0,2020-2022,Netflix,DreamWorks Animation TelevisionAmblin Entertainment,,CGI,7.5,89%,,,,,failed_429
809,Justice League,52.0,2001-2004,Cartoon Network,Warner Bros. Animation,,Traditional,8.6,90%,,,,,failed_429
810,Justice League Action,52.0,2016-2018,Cartoon Network,Warner Bros. AnimationDC Entertainment,,Traditional,7.5,71%,,,,,failed_429
811,Justice League Unlimited,39.0,2004-2006,Cartoon Network,Warner Bros. Animation,,Traditional,8.7,90%,,,,,failed_429
812,Justice League: Gods and Monsters Chronicles,3.0,2015,Machinima,Warner Bros. AnimationDC Entertainment,,Traditional,7.5,95%,,,,,failed_429
813,KaBlam!,48.0,1996-2000,Nickelodeon,Nickelodeon Animation Studio,,Traditional,7.8,92%,,,,,failed_429
814,Kaijudo,52.0,2012-2013,The Hub Network,Hasbro Studios,,Traditional,6.6,84%,,,,,failed_429
815,Kamp Koral: SpongeBob's Under Years,26.0,2021-present,Paramount+,United Plankton PicturesNickelodeon Animation Studio,,CGI,3.6,76%,,,,,failed_429
816,Kappa Mikey,52.0,2006-2008,Nicktoons Network,Animation Collective,,Flash,6.6,95%,,,,,failed_429
817,The Karate Kid,13.0,1989,NBC,Saban Entertainment,,Traditional,4.8,76%,,,,,failed_429
818,Karate Kommandos,5.0,1986,Syndication,Ruby-Spears Enterprises,,Traditional,5.6,84%,,,,,failed_429
819,Karma's World,40.0,2021-2022,Netflix,Brown Bag Films,Canadian co-production,CGI,6.9,66%,,,,,failed_429
820,Kenny the Shark,26.0,2003-2005,Discovery Kids,Phase 4,,Traditional,6.7,87%,,,,,failed_429
821,Kick Buttowski: Suburban Daredevil,54.0,2010-2012,Disney XD,Disney Television Animation,,Flash,6.7,95%,,,,,failed_429
822,Kid Cosmic,24.0,2021-2022,Netflix,Netflix Animation,,Traditional,7.9,79%,,,,,failed_429
823,Kid Notorious,13.0,2003,Comedy Central,6 Point Harness,,Traditional,7.7,87%,,,,,failed_429
824,Kid 'n Play,13.0,1990,NBC,Marvel Productions,,Traditional,5.8,91%,,,,,failed_429
825,The Kid Super Power Hour with Shazam!,36.0,1981-1982,NBC,Filmation,,Traditional,6.3,88%,,,,,failed_429
826,Kideo TV,,1986-1987,Syndication,DIC Entertainment,,Traditional,6.2,83%,,,,,failed_429
827,The Kids from Room 402,52.0,2000-2001,Fox Family,Saban Entertainment,Canadian co-production,Traditional,8.2,95%,,,,,failed_429
828,Kinderwood,30.0,2020-2021,Noggin,"Titmouse, Inc.",,Traditional,8.2,95%,,,,,failed_429
829,Kizazi Moto: Generation Fire,10.0,2023,Disney+,Triggerfish Animation Studios,South African co-production,Traditional/CGI,6.9,62%,,,,,failed_429
830,Kiff,19.0,2023-present,Disney Channel,Disney Television Animation,,Traditional,7.5,79%,,,,,failed_429
831,Kim Possible,92.0,2002-2007,Disney Channel,Walt Disney Television Animation,,Traditional,7.2,87%,,,,,failed_429
832,King Arthur and the Knights of Justice,26.0,1992-1993,Syndication,Bohbot Entertainment,Canadian-French co-production,Traditional,7.1,90%,,,,,failed_429
833,The King Kong Show,25.0,1966-1969,ABC,Videocraft International,Japanese co-production,Traditional,6.5,89%,,,,,failed_429
834,King Leonardo and His Short Subjects,102.0,1960-1963,NBC,Total Television,,Traditional,7.3,96%,,,,,failed_429
835,King of the Hill,259.0,1997-present,Fox,Deedle-Dee Productions,,Traditional,7.5,89%,,,,,failed_429
836,King Star King,6.0,2014,Adult Swim,Williams Street,,Traditional,5.6,62%,,,,,failed_429
837,Kings of Atlantis,13.0,2017,YouTube Premium,YouTube Studio,,CGI,6.5,46%,,,,,failed_429
838,Kipo and the Age of Wonderbeasts,30.0,2020,Netflix,DreamWorks Animation Television,,Traditional,8.3,71%,,,,,failed_429
839,Kissyfur,26.0,1986-1988,NBC,DIC Entertainment,,Traditional,7.5,92%,,,,,failed_429
840,Kitti Katz,10.0,2023-present,Netflix,KidsCave Entertainment,,CGI,6.7,50%,,,,,failed_429
841,Kiya & the Kimoja Heroes,18.0,2023-present,Disney Junior,Hasbro,Canadian-French-South African co-production,CGI,6.7,70%,,,,,failed_429
842,Klondike Kat,26.0,1966-1967,CBS,Total Television,,Traditional,5.8,90%,,,,,failed_429
843,Klutter!,8.0,1995-1996,Fox Kids,Film Roman,,Traditional,7.1,68%,,,,,failed_429
844,Koala Man,8.0,2023,Hulu,Bento Box Entertainment,Australian co-production,Flash,6.8,78%,,,,,failed_429
845,Kong: King of the Apes,23.0,2016-2018,Netflix,Sprite Animation Studios,Canadian-Japanese co-production,CGI,5.8,42%,,,,,failed_429
846,Krapopolis,13.0,2023-present,Fox,Bento Box Entertainment,,Flash,6.2,42%,,,,,failed_429
847,Krypto the Superdog,39.0,2005-2006,Cartoon Network,Warner Bros. Animation,,Traditional,5.6,91%,,,,,failed_429
848,Kulipari,23.0,2016-present,NetflixHulu,Splash Entertainment,Irish co-production,Flash,6.8,45%,,,,,failed_429
849,Kung Fu Panda: The Dragon Knight,23.0,2022-2023,Netflix,DreamWorks Animation Television,,CGI,6.1,79%,,,,,failed_429
850,Kung Fu Panda: Legends of Awesomeness,80.0,2011-2016,Nickelodeon,DreamWorks Animation TelevisionNickelodeon Animation Studio,The last 10 episodes aired on Nicktoons in 2016.,CGI,7.0,89%,,,,,failed_429
851,Kung Fu Panda: The Paws of Destiny,26.0,2018-2019,Amazon Prime Video,DreamWorks Animation Television,,CGI,7.3,78%,,,,,failed_429
852,Kuu Kuu Harajuku,78.0,2015-2019,Nickelodeon,Red Flags Fly,Canadian-Japanese-Malaysian co-production,Flash,3.6,70%,,,,,failed_429
853,The Kwicky Koala Show,16.0,1981,CBS,Hanna-Barbera,Australian co-production,Traditional,6.5,89%,,,,,failed_429
854,Lady Lovely Locks,20.0,1987,Syndication,DIC Entertainment,,Traditional,7.8,93%,,,,,failed_429
855,Laff-A-Lympics,24.0,1977-1978,ABC,Hanna-Barbera,,Traditional,7.4,89%,,,,,failed_429
856,Lalaloopsy,52.0,2013-2015,Nick Jr.,MoonScoop Entertainment,,Flash,4.5,78%,,,,,failed_429
857,The Land Before Time,26.0,2007-2008,Cartoon Network,Universal Animation Studios,,Traditional,6.4,94%,,,,,failed_429
858,Larryboy: The Cartoon Adventures,4.0,2002-2003,Direct to video,Big Idea Productions,,Flash,6.7,95%,,,,,failed_429
860,Lassie's Rescue Rangers,16.0,1972-1973,ABC,Filmation,,Traditional,6.6,93%,,,,,failed_429
861,The Last Kids on Earth,21.0,2019-2021,Netflix,Atomic Cartoons,Canadian co-production,Flash,7.2,77%,,,,,failed_429
862,Laurel and Hardy,156.0,1966-1967,NBC,Hanna-Barbera,,Traditional,6.7,89%,,,,,failed_429
863,Laverne & Shirley,21.0,1981-1982,ABC,Hanna-Barbera,,Traditional,7.0,90%,,,,,failed_429
864,Lazer Tag Academy,13.0,1986,NBC,Ruby-Spears Productions,,Traditional,6.5,93%,,,,,failed_429
865,Lazor Wulf,10.0,2019-2021,Adult Swim,Williams Street,,Flash,5.4,59%,,,,,failed_429
866,Leader Dog,13.0,2004,Nicktoons,Animation Collective,,Flash,7.5,84%,,,,,failed_429
867,The Legend of Calamity Jane,13.0,1997-1998,Kids' WB,Gangster Production,French co-production,Traditional,7.2,88%,,,,,failed_429
868,The Legend of Korra,52.0,2012-2014,Nickelodeon,Nickelodeon Animation Studio,,Traditional,8.3,86%,,,,,failed_429
869,The Legend of Prince Valiant,65.0,1991-1993,Kids' WB,Hearst Entertainment Productions,French-German co-production,Traditional,7.4,91%,,,,,failed_429
870,The Legend of Tarzan,39.0,2001-2003,UPN,Walt Disney Television Animation,,Traditional,6.2,65%,,,,,failed_429
871,Legend of the Three Caballeros,13.0,2018,Disney Channel,6 Point Harness,Canadian co-production,Flash,7.7,79%,,,,,failed_429
872,The Legend of Vox Machina,24.0,2022-present,Amazon Prime Video,Amazon Studios,,Traditional,8.4,91%,,,,,failed_429
873,Legends of Chamberlain Heights,20.0,2016-2017,Comedy Central,Bento Box Entertainment,,Flash,4.9,85%,,,,,failed_429
874,Legion of Super Heroes,26.0,2005-2006,Kids' WB,Warner Bros. AnimationDC Entertainment,,Traditional,7.1,70%,,,,,failed_429
875,Lego Bionicle: The Journey to One,4.0,2016,Netflix,The Lego Group,,CGI,5.4,45%,,,,,failed_429
876,Lego City Adventures,65.0,2019-2022,NickelodeonNetflixYouTube,The Lego Group,Danish co-production,CGI,6.8,64%,,,,,failed_429
877,Lego Elves: Secrets of Elvendale,8.0,2017,Netflix,The Lego Group,Danish co-production,Traditional,6.5,48%,,,,,failed_429
878,Lego Friends: The Power of Friendship,4.0,2016,Netflix,The Lego Group,,CGI,7.0,59%,,,,,failed_429
879,Lego Jurassic World: Legend of Isla Nublar,13.0,2019,Nickelodeon,The Lego Group,Canadian co-production,CGI,6.8,64%,,,,,failed_429
880,Lego Star Wars: Droid Tales,5.0,2015,Disney XD,Lucasfilm,,CGI,7.4,53%,,,,,failed_429
881,Lego Star Wars: The Freemaker Adventures,26.0,2016-2017,Disney XD,Lucasfilm,,CGI,7.3,66%,,,,,failed_429
882,Lego Star Wars: The Resistance Rises,5.0,2016,Disney XD,Lucasfilm,,CGI,6.2,50%,,,,,failed_429
883,Let's Go Luna!,64.0,2018-2022,PBS Kids,Joe Murray Productions,Canadian co-production,Flash,7.7,76%,,,,,failed_429
884,The Liberator,4.0,2020,Netflix,A&E Studios,,Traditional,7.6,77%,,,,,failed_429
885,Liberty's Kids,40.0,2002-2003,PBS Kids,DIC Entertainment,,Traditional,7.9,89%,,,,,failed_429
886,The Life and Times of Juniper Lee,40.0,2005-2007,Cartoon Network,Cartoon Network Studios,,Traditional,6.6,92%,,,,,failed_429
887,The Life & Times of Tim,30.0,2008-2012,HBO,Insane Loon Productions,,Flash,8.3,84%,,,,,failed_429
888,Life with Louie,39.0,1995-1998,Fox Kids,Hyperion Animation,,Traditional,8.3,95%,,,,,failed_429
889,"Like, Share, Die",16.0,2015,Fusion TV,Mondo Media,,Traditional/Flash,5.7,80%,,,,,failed_429
890,Lilo & Stitch: The Series,67.0,2003-2006,Disney Channel,Walt Disney Television Animation,,Traditional,6.8,88%,,,,,failed_429
891,Lil' Bush,17.0,2007-2008,Comedy Central,Sugarshack Animation,,Flash,5.1,81%,,,,,failed_429
892,Linus the Lionhearted,39.0,1964-1969,CBSABC,Ed Graham Productions,,Traditional,6.9,92%,,,,,failed_429
893,The Lion Guard,74.0,2015-2019,Disney Junior,Disney Television Animation,,Flash,6.4,86%,,,,,failed_429
894,Lippy the Lion and Hardy Har Har,52.0,1962-1963,Syndication,Hanna-Barbera,,Traditional,6.4,88%,,,,,failed_429
895,Liquid Television,27.0,1991-1995,MTV,Colossal Pictures,,Traditional/CGI/Stop-Motion,8.0,96%,,,,,failed_429
896,Little Big Awesome,13.0,2018,Amazon Prime Video,Amazon Studios,,Traditional/Live-Action,7.0,69%,,,,,failed_429
897,Little Bill,52.0,1999-2004,Nickelodeon,Nickelodeon Animation Studio,,Flash,6.3,80%,,,,,failed_429
898,The Little Clowns of Happytown,18.0,1987-1988,ABC,Marvel Productions,,Traditional,5.1,58%,,,,,failed_429
899,A Little Curious,43.0,1999-2000,HBO,Curious Pictures,,Traditional/CGI/Stop-Motion/Live-Action,7.3,78%,,,,,failed_429
900,Little Demon,10.0,2022,FXX,ShadowMachine,Canadian co-production,Flash,7.0,67%,,,,,failed_429
901,Little Dracula,10.0,1991-1999,Fox Kids,Bandai Entertainment,3 episodes were left unaired.,Traditional,6.2,91%,,,,,failed_429
902,Little Einsteins,67.0,2005-2009,Playhouse Disney,The Baby Einstein CompanyCurious Pictures,,Flash,6.3,89%,,,,,failed_429
903,Little Ellen,20.0,2021-2022,Cartoonito,Warner Bros. Animation,,Traditional,1.9,42%,,,,,failed_429
904,The Little Lulu Show,52.0,1995-1999,HBO,Golden Book Video,Canadian co-production,Traditional,7.2,92%,,,,,failed_429
905,The Little Mermaid,31.0,1992-1994,CBS,Walt Disney Television Animation,,Traditional,6.7,87%,,,,,failed_429
906,Little Mouse on the Prairie,26.0,1996,Fox Kids,Saban Entertainment,Chinese co-production,Traditional,6.9,89%,,,,,failed_429
907,Little Muppet Monsters,13.0,1985,CBS,Henson Associates,,Traditional/Live-Action,7.5,81%,,,,,failed_429
908,Little People,52.0,2016-2018,Sprout,Mattel Television,British-Canadian co-production,Traditional,6.8,63%,,,,,failed_429
909,The Little Rascals,22.0,1982-1983,ABC,Hanna-Barbera,,Traditional,5.7,87%,,,,,failed_429
910,Little Rosey,18.0,1990-1991,ABC,Nelvana,Canadian co-production,Traditional,5.7,76%,,,,,failed_429
911,Little Shop,13.0,1991,Fox Kids,Saban Entertainment,French co-production,Traditional,4.1,62%,,,,,failed_429
912,Little Wizards,13.0,1987-1988,ABC,Marvel Productions,,Traditional,7.1,65%,,,,,failed_429
913,The Littles,29.0,1983-1985,ABC,DIC Entertainment,French co-production,Traditional,6.5,89%,,,,,failed_429
914,Littlest Pet Shop (1995),40.0,1995,Syndication,Sunbow Entertainment,French-Canadian co-production,Traditional,6.5,91%,,,,,failed_429
915,Littlest Pet Shop (2012),104.0,2012-2016,The Hub Network / Discovery Family,Hasbro Studios,Canadian co-production,Flash,6.3,86%,,,,,failed_429
916,Littlest Pet Shop: A World of Our Own,52.0,2018-2019,Discovery Family,Allspark,Irish co-production,Flash,7.0,70%,,,,,failed_429
917,Liverspots and Astronots,21.0,2018,Facebook Watch,Cartuna,,Flash,5.9,42%,,,,,failed_429
918,Llama Llama,25.0,2018-2019,Netflix,Genius Brands,Irish co-production,Flash,6.4,59%,,,,,failed_429
919,Lloyd in Space,39.0,2001-2004,ABCToon Disney,Walt Disney Television Animation,,Traditional,6.6,94%,,,,,failed_429
920,Loafy,8.0,2020,Comedy Central,Cartuna,,Flash,6.9,90%,,,,,failed_429
921,The Lone Ranger,26.0,1966-1969,CBS,Format Films,,Traditional,7.2,93%,,,,,failed_429
922,Long Ago and Far Away,35.0,1989-1992,PBS,WGBH,,Stop-Motion/Live-Action,8.7,94%,,,,,failed_429
923,Long Live the Royals,4.0,2015,Cartoon Network,Cartoon Network Studios,,Traditional,6.8,68%,,,,,failed_429
924,Loonatics Unleashed,26.0,2006-2008,Kids' WB,Warner Bros. Animation,,Traditional,5.7,85%,,,,,failed_429
925,Looney Tunes Cartoons,72.0,2020-2023,HBO Max,Warner Bros. Animation,,Traditional,8.0,89%,,,,,failed_429
926,The Looney Tunes Show,52.0,2011-2013,Cartoon Network,Warner Bros. Animation,,Traditional/CGI,7.7,95%,,,,,failed_429
927,Lost Ollie,4.0,2022,Netflix,Industrial Light & Magic,,CGI/Live-Action,7.7,73%,,,,,failed_429
928,Lost in Oz,26.0,2015-2018,Amazon Prime Video,Amazon Studios,,CGI,7.5,66%,,,,,failed_429
929,The Loud House,245.0,2016-present,Nickelodeon,Nickelodeon Animation Studio,,Flash,7.0,92%,,,,,failed_429
930,"Love, Death & Robots",36.0,2019-present,Netflix,Blur Studio,,Stop-Motion/CGI/Flash,8.4,93%,,,,,failed_429
931,Lucas Bros. Moving Co.,17.0,2013-2015,FoxFXX,ADHD Studios,,Flash,7.1,73%,,,,,failed_429
932,Lucky Luke,21.0,1981-1982,Syndication,Hanna-Barbera,,Traditional,7.2,95%,,,,,failed_429
933,"Lucy, the Daughter of the Devil",11.0,2007,Adult Swim,Williams Street,,CGI,7.6,71%,,,,,failed_429
934,Lugar Heights,,2001,mun2,,,Flash,6.2,64%,,,,,failed_429
935,Luna Petunia,33.0,2016-2018,Netflix,Saban Brands,Canadian co-production,Flash/Live-Action,6.5,53%,,,,,failed_429
936,Lu & the Bally Bunch,30.0,2023-present,Cartoonito,Brown Bag Films,Irish co-production,Flash,8.7,64%,,,,,failed_429
937,Luno the White Stallion,17.0,1963-1965,,Terrytoons,,Traditional,6.4,55%,,,,,failed_429
938,Lyla in the Loop,13.0,2024-present,PBS Kids,Pipeline Studios,Canadian co-production,Flash,8.3,89%,,,,,failed_429
939,M.O.D.O.K.,10.0,2021,Hulu,Stoopid Buddy Stoodios,,Stop-Motion,6.4,46%,,,,,failed_429
940,Mad,103.0,2010-2013,Cartoon Network,Warner Bros. Animation,,Traditional/Stop-Motion/CGI/Flash,7.2,85%,,,,,failed_429
941,Mad Jack the Pirate,20.0,1998-1999,Fox Kids,Saban Entertainment,,Traditional,8.6,93%,,,,,failed_429
942,Madagascar: A Little Wild,50.0,2020-2022,Hulu,DreamWorks Animation Television,,CGI,6.1,59%,,,,,failed_429
943,Magical Girl Friendship Squad,6.0,2020,Syfy,Cartuna,,Flash,3.4,39%,,,,,"error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
944,Magical Girl Friendship Squad: Origins,6.0,2020,Syfy,Cartuna,,Flash,2.0,31%,,,,,"error: HTTPSConnectionPool(host='en.wikipedia.org', port=443): Max retries exceeded with url: /api/rest_v1/page/summary/Magical%20Girl%20Friendship%20Squad%3A%20Origins (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000017699F79FD0>: Failed to resolve 'en.wikipedia.org' ([Errno 11001] getaddrinfo failed)""))"
945,The Magilla Gorilla Show,31.0,1964-1967,Syndication,Hanna-Barbera,,Traditional,6.2,86%,,,,,"error: HTTPSConnectionPool(host='en.wikipedia.org', port=443): Max retries exceeded with url: /api/rest_v1/page/summary/The%20Magilla%20Gorilla%20Show (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001769BEF5A30>: Failed to resolve 'en.wikipedia.org' ([Errno 11001] getaddrinfo failed)""))"
946,Major Lazer,11.0,2014-2015,FXX,ADHD Studios,,Traditional,7.6,86%,,,,,failed_429
947,Making Fiends,6.0,2008,Nicktoons,Nickelodeon Animation Studio,,Flash,8.0,83%,,,,,failed_429
948,Mao Mao: Heroes of Pure Heart,40.0,2019-2020,Cartoon Network,Cartoon Network Studios,,Flash,7.5,90%,,,,,failed_429
950,Marvel Superheroes: What the--?!,108.0,2009,YouTube,Marvel Entertainment,,Stop-Motion,6.8,68%,,,,,failed_429
951,The Marvel Super Heroes,65.0,1965-1966,Syndication,Marvel Comics,,Traditional,7.4,84%,,,,,failed_429
952,The Marvelous Misadventures of Flapjack,46.0,2008-2010,Cartoon Network,Cartoon Network Studios,,Traditional,7.8,93%,,,,,failed_429
